	word	quideword	cerf	pos
4813	fragile	PERSON	C2	adjective
4814	grim	SERIOUS	C2	adjective
4815	humble	NOT PROUD	C2	adjective
4816	idle	LAZY	C2	adjective
4817	immune		C2	adjective
4818	intense	SERIOUS	C2	adjective
4819	irritable		C2	adjective
4820	generously		B2	adverb
4821	inside	FEELING	B2	adverb
4822	interest	FEELING	B1	noun
4823	idea	THOUGHT	B2	noun
4824	fuss		C1	noun
4825	fury		C2	noun
4826	gay		B1	adjective
4827	fellow		B2	adjective
4828	intimate	RELATIONSHIP	C2	adjective
4829	household		B2	noun
4830	hand-held		B1	adjective
4831	high-tech		B2	adjective
4832	hi-tech		B2	adjective
4833	in	TRANSPORT	B2	adverb
4834	gear	VEHICLE PART	B2	noun
4835	full-time		B1	adjective
4836	inevitable		C1	adjective
4837	invaluable		C1	adjective
4838	inconceivable		C2	adjective
4839	indispensable		C2	adjective
4840	indisputable		C2	adjective
4841	inexplicable		C2	adjective
4842	innumerable		C2	adjective
4843	immoral		B2	adjective
4844	informal		B2	adjective
4845	internal		B2	adjective
4846	international		A2	adjective
4847	insufficient		C1	adjective
4848	indifferent		C2	adjective
4849	impossible	CANNOT HAPPEN	B1	adjective
4850	impossible	DIFFICULT	C2	adjective
4851	irresistible	ATTRACTIVE	C2	adjective
4852	irresistible	STRONG	C2	adjective
4853	irreversible		C2	adjective
4854	intrinsic		C2	adjective
4855	injection	MONEY	C2	noun
4856	inexpensive		B1	adjective
4857	incredibly	DIFFICULT TO BELIEVE	C1	adverb
4858	indirectly		C1	adverb
4859	inevitably		C1	adverb
4860	informally		C1	adverb
4861	invariably		C2	adverb
4862	internationally		B1	adverb
4863	illiterate		C2	adjective
4864	imperfect		C1	adjective
4865	immortal	LIFE	C2	adjective
4866	immortal	MEMORY	C2	adjective
4867	inappropriate		C1	adjective
4868	indirect	NOT CONNECTED	C1	adjective
4869	inefficient		C1	adjective
4870	integral		C1	adjective
4871	indirect	NOT OBVIOUS	C2	adjective
4872	insecure	NOT SAFE	C2	adjective
4873	intermediate		B1	adjective
4874	irregular	TIME	B2	adjective
4875	hospitable		C1	adjective
4876	favourable	CONDITIONS	C2	adjective
4877	formidable	DIFFICULT	C2	adjective
4878	historical		B1	adjective
4879	functional		B2	adjective
4880	gradual		B2	adjective
4881	identical		B2	adjective
4882	horizontal		C1	adjective
4883	influential		C1	adjective
4884	fictional		C2	adjective
4885	fundamental		C2	adjective
4886	important	POWERFUL	B1	adjective
4887	fixed	ARRANGED	B2	adjective
4888	improved		B2	adjective
4889	frustrated		C1	adjective
4890	furnished		C1	adjective
4891	genetically modified		C1	adjective
4892	honoured		C1	adjective
4893	industrialized		C1	adjective
4894	isolated	FAR AWAY	C1	adjective
4895	isolated	ALONE	C1	adjective
4896	fixed	EYES	C2	adjective
4897	horrified		C2	adjective
4898	humiliated		C2	adjective
4899	influence		B2	verb
4900	independent	NOT HELPED	B1	adjective
4901	independent	NOT INFLUENCED	B2	adjective
4902	innocent	NOT INTENDED TO HARM	C2	adjective
4903	further	MORE	A2	adjective
4904	further	DISTANCE	B1	adverb
4905	further	MORE	B2	adverb
4906	fruitful		C1	adjective
4907	hopeful	GOOD THING WILL HAPPEN	C2	adjective
4908	flexible	ABLE TO CHANGE	B2	adjective
4909	incredible	NOT BELIEVE	B2	adjective
4910	invisible		B2	adjective
4911	feasible		C1	adjective
4912	flexible	ABLE TO BEND	C2	adjective
4913	historic		B1	adjective
4914	heroic	TRYING HARD	C1	adjective
4915	ironic		C2	adjective
4916	forthcoming	HAPPENING SOON	B2	adjective
4917	forthcoming	OFFERED	C1	adjective
4918	gripping		C1	adjective
4919	fulfilling		C2	adjective
4920	horrifying		C2	adjective
4921	humiliating		C2	adjective
4922	formation	DEVELOPMENT	C2	noun
4923	formation	SHAPE	C2	noun
4924	interpretation	EXPLANATION	C2	noun
4925	interpretation	STORY/MUSIC	C2	noun
4926	intensive		B2	adjective
4927	imaginative	THING	C1	adjective
4928	informative		C1	adjective
4929	innovative		C1	adjective
4930	helpless		C1	adjective
4931	homeless		C1	adjective
4932	harmless	NOT UPSETTING	C2	adjective
4933	hourly	EVERY HOUR	B2	adjective
4934	hourly	PER HOUR	B2	adjective
4935	finally	AFTER A LONG TIME	A2	adverb
4936	immediately	NOW	A2	adverb
4937	frequently		B1	adverb
4938	finely		B2	adverb
4939	firmly	CERTAINLY	B2	adverb
4940	firmly	STRONGLY	B2	adverb
4941	freely		B2	adverb
4942	gradually		B2	adverb
4943	highly	HIGH LEVEL	B2	adverb
4944	ideally	PERFECTLY	B2	adverb
4945	ideally	PERFECT SITUATION	B2	adverb
4946	importantly		B2	adverb
4947	increasingly		B2	adverb
4948	independently		B2	adverb
4949	initially		B2	adverb
4950	innocently		B2	adverb
4951	instantly		B2	adverb
4952	formally	OFFICIALLY	C1	adverb
4953	formally	POLITELY	C1	adverb
4954	happily	LUCKY	C1	adverb
4955	historically		C1	adverb
4956	hourly		C1	adverb
4957	immediately	NEXT TO	C1	adverb
4958	immensely		C1	adverb
4959	inappropriately		C1	adverb
4960	individually		C1	adverb
4961	intensively		C1	adverb
4962	interestingly		C1	adverb
4963	internally		C1	adverb
4964	fundamentally		C2	adverb
4965	harshly		C2	adverb
4966	hopelessly		C2	adverb
4967	indefinitely		C2	adverb
4968	infinitely		C2	adverb
4969	intensely	VERY	C2	adverb
4970	ironically		C2	adverb
4971	generous	LARGE	C1	adjective
4972	hilarious		C1	adjective
4973	humorous		C1	adjective
4974	hazardous		C2	adjective
4975	infectious	DISEASE	C2	adjective
4976	infectious	LAUGH	C2	adjective
4977	funny	STRANGE	B1	adjective
4978	filthy	OFFENSIVE	C1	adjective
4979	grumpy		C1	adjective
4980	floppy		C2	adjective
4981	handy	USEFUL	C2	adjective
4982	healthy	SUCCESSFUL	C2	adjective
4983	first	BEFORE	A1	adjective
4984	good	SUCCESSFUL	A1	adjective
4985	hard	DIFFICULT	A1	adjective
4986	hot	VERY WARM	A1	adjective
4987	final	LAST	A2	adjective
4988	first	IMPORTANT	A2	adjective
4989	foreign	FROM ANOTHER COUNTRY	A2	adjective
4990	free	NOT BUSY	A2	adjective
4991	friendly		A2	adjective
4992	full	NO MORE POSSIBLE	A2	adjective
4993	full	COMPLETE	A2	adjective
4994	full	A LOT	A2	adjective
4995	half-price		A2	adjective
4996	female		B1	adjective
4997	forbidden		B1	adjective
4998	former		B1	adjective
4999	frequent		B1	adjective
5000	fresh	DIFFERENT	B1	adjective
5001	fresh	CLEAN/COOL	B1	adjective
5002	full	GREATEST POSSIBLE	B1	adjective
5003	future		B1	adjective
5004	general	NOT DETAILED	B1	adjective
5005	gorgeous		B1	adjective
5006	hard	USING EFFORT	B1	adjective
5007	hidden	NOT EASY TO FIND	B1	adjective
5008	incorrect		B1	adjective
5009	individual	RELATING TO ONE	B1	adjective
5010	firm	FIXED	B2	adjective
5011	flat	WITHOUT AIR	B2	adjective
5012	foreign	OTHER COUNTRIES	B2	adjective
5013	formal	SERIOUS AND CORRECT	B2	adjective
5014	fortunate		B2	adjective
5015	free	NOT LIMITED	B2	adjective
5016	free	NOT A PRISONER	B2	adjective
5017	free	NOT USED	B2	adjective
5018	fresh	RECENT	B2	adjective
5019	general	MOST PEOPLE	B2	adjective
5020	general	NOT LIMITED	B2	adjective
5021	glad	WILLING	B2	adjective
5022	golden	SPECIAL	B2	adjective
5023	great	IMPORTANT	B2	adjective
5024	grey	WEATHER	B2	adjective
5025	hard-working		B2	adjective
5026	hidden	NOT KNOW ABOUT	B2	adjective
5027	immediate	WITHOUT WAITING	B2	adjective
5028	immediate	IMPORTANT NOW	B2	adjective
5029	initial		B2	adjective
5030	instant		B2	adjective
5031	intransitive		B2	adjective
5032	feminine		C1	adjective
5033	fit	SUITABLE	C1	adjective
5034	formal	STUDY	C1	adjective
5035	formal	OFFICIAL	C1	adjective
5036	foul	UNPLEASANT	C1	adjective
5037	fresh	NOT TIRED	C1	adjective
5038	gentle	SLOPE	C1	adjective
5039	grand		C1	adjective
5040	grey	BORING	C1	adjective
5041	gross	SERIOUS	C1	adjective
5042	hard	UNPLEASANT	C1	adjective
5043	harsh	UNPLEASANT	C1	adjective
5044	hectic		C1	adjective
5045	holy		C1	adjective
5046	hostile	UNFRIENDLY	C1	adjective
5047	hostile	DIFFICULT	C1	adjective
5048	imaginary		C1	adjective
5049	immediate	CLOSEST	C1	adjective
5050	final	NO MORE DISCUSSION	C2	adjective
5051	finite		C2	adjective
5052	firm	STRONG	C2	adjective
5053	foul	BAD	C2	adjective
5054	frail		C2	adjective
5055	frantic	FAST	C2	adjective
5056	frantic	WORRIED	C2	adjective
5057	fringe		C2	adjective
5058	grim	BAD	C2	adjective
5059	heavy	FORCE	C2	adjective
5060	high	DRUGS	C2	adjective
5061	high-profile		C2	adjective
5062	hollow	NOTHING INSIDE	C2	adjective
5063	hollow	WITHOUT MEANING	C2	adjective
5064	humanitarian		C2	adjective
5065	humble	POOR	C2	adjective
5066	hygienic		C2	adjective
5067	idle	NOT SERIOUS	C2	adjective
5068	ignorant		C2	adjective
5069	imminent		C2	adjective
5070	infinite		C2	adjective
5071	inherent		C2	adjective
5072	intact		C2	adjective
5073	interim		C2	adjective
5074	intimate	PRIVATE	C2	adjective
5075	intimate	SMALL	C2	adjective
5076	first	BEFORE	A1	adverb
5077	hard	USING EFFORT	A1	adverb
5078	here	THIS PLACE	A1	adverb
5079	how	QUANTITY	A1	adverb
5080	first	BEGINNING A SERIES	A2	adverb
5081	here	GIVING	A2	adverb
5082	home	TO PLACE	A2	adverb
5083	how	WAY	A2	adverb
5084	however	DESPITE THIS	A2	adverb
5085	instead		A2	adverb
5086	first	FIRST TIME	B1	adverb
5087	forever	IN FUTURE	B1	adverb
5088	forward	DIRECTION	B1	adverb
5089	furthest		B1	adverb
5090	half		B1	adverb
5091	hard	WITH FORCE	B1	adverb
5092	home	AT/IN PLACE	B1	adverb
5093	in	AT A PLACE	B1	adverb
5094	forever	A LONG TIME	B2	adverb
5095	forward	FUTURE	B2	adverb
5096	free	NO LIMIT/CONTROL	B2	adverb
5097	genuinely		B2	adverb
5098	here	AT THIS POINT	B2	adverb
5099	in	SENT	B2	adverb
5100	forward	PROGRESS	C1	adverb
5101	hence		C1	adverb
5102	group	SET	A1	noun
5103	fortnight		B1	noun
5104	future	SUCCESS	B1	noun
5105	hurry		B1	noun
5106	interest	ACTIVITY/SUBJECT	B1	noun
5107	fire brigade		B2	noun
5108	growth		B2	noun
5109	headquarters		B2	noun
5110	impact	EFFECT	B2	noun
5111	ingredient	SUCCESS	B2	noun
5112	fiction	NOT TRUE	C1	noun
5113	fright		C1	noun
5114	frenzy		C2	noun
5115	frontier	BETWEEN COUNTRIES	C2	noun
5116	grain	PIECE	C2	noun
5117	grain	QUALITY	C2	noun
5118	haul	AMOUNT	C2	noun
5119	heap	PILE	C2	noun
5120	impact	HITTING	C2	noun
5121	irony	SITUATION	C2	noun
5122	irony	HUMOUR	C2	noun
5123	form	BEGIN TO EXIST	B2	verb
5124	hire	EMPLOY	B2	verb
5125	hit	AFFECT	B2	verb
5126	grade	LEVEL	C1	verb
5127	impact		C1	verb
5128	hail	CALL	C2	verb
5129	narrative		C2	noun
5130	notify		C1	verb
5131	measure	AMOUNT	C2	noun
5132	mountain	PILE	C2	noun
5133	maths		A2	noun
5134	lab		B1	noun
5135	joint	PLACE	C1	noun
5136	note		B1	verb
5137	obtain		B2	verb
5138	observe	NOTICE	C1	verb
5139	kid		A2	noun
5140	lad		C2	noun
5141	mum		A1	noun
5142	mate		B1	noun
5143	occupation	HOBBY	C1	noun
5144	offspring		C2	noun
5145	merit		C1	noun
5146	nature	TYPE	C1	noun
5147	merit		C2	verb
5148	oblige		C1	verb
5149	minute	SHORT TIME	A2	noun
5150	kick	FEELING	C2	noun
5151	junk		C1	noun
5152	make	ARRIVE	B1	verb
5153	land	COUNTRY	C2	noun
5154	kill	CAUSE PAIN	C1	verb
5155	mislead		C1	verb
5156	misinterpret		C2	verb
5157	musical		B2	noun
5158	official		C2	noun
5159	maintenance		B2	noun
5160	offender		B2	noun
5161	learner		B2	noun
5162	observer		C2	noun
5163	master	SKILLED PERSON	C2	noun
5164	monster	PERSON	C2	noun
5165	leader	PERSON IN CONTROL	B1	noun
5166	lover	SEX	B1	noun
5167	keeper	FOOTBALL	B1	noun
5168	leader	WINNER	C1	noun
5169	MP3 player		A2	noun
5170	manager		A2	noun
5171	officer	POSITION OF AUTHORITY	B1	noun
5172	manufacturer		B2	noun
5173	officer	MILITARY	B2	noun
5174	miner		C1	noun
5175	meeting		A2	noun
5176	meaning	EXPRESS	B1	noun
5177	learning		B2	noun
5178	lightning		B1	noun
5179	marketing		B2	noun
5180	landing		B2	noun
5181	manufacturing		B2	noun
5182	objection		B2	noun
5183	legislation		C2	noun
5184	orientation	TRAINING	C2	noun
5185	motivation		B2	noun
5186	obsession		B2	noun
5187	orientation	BELIEFS	C2	noun
5188	occupation	JOB	A2	noun
5189	organization	GROUP	B1	noun
5190	mission	JOB	C2	noun
5191	optimism		C2	noun
5192	optimist		C1	noun
5193	materialist		C2	noun
5194	motorist		B2	noun
5195	obesity		C1	noun
5196	longevity		C2	noun
5197	mortality		C2	noun
5198	majority		B2	noun
5199	minority	LESS THAN HALF	B2	noun
5200	organize	PLAN	B1	verb
5201	organize	ARRANGING	B2	verb
5202	movement	CHANGE OF POSITION	B2	noun
5203	management		B2	noun
5204	kindness		B2	noun
5205	laziness		B2	noun
5206	nervousness		C1	noun
5207	openness		C2	noun
5208	narrator		C2	noun
5209	operator	COMPANY	B2	noun
5210	leadership	QUALITY	C1	noun
5211	killer		B1	noun
5212	murderer		B1	noun
5213	lion		A2	noun
5214	monkey		A2	noun
5215	mouse	ANIMAL	A2	noun
5216	kangaroo		B1	noun
5217	kitten		B1	noun
5218	mosquito		B1	noun
5219	leopard		B2	noun
5220	owl		B2	noun
5221	mammal		C1	noun
5222	nest	BIRDS	C2	noun
5223	nest		C2	verb
5224	movie		A1	noun
5225	newspaper	TO READ	A1	noun
5226	keyboard	MUSICAL INSTRUMENT	A2	noun
5227	magazine		A2	noun
5228	novel		B1	noun
5229	item	NEWS	B2	noun
5230	masterpiece		C2	noun
5231	melody		C2	noun
5232	note	MUSIC	C2	noun
5233	organ	MUSIC	C2	noun
5234	music	SOUNDS	A1	noun
5235	jazz		A2	noun
5236	newspaper	PAPER	A2	noun
5237	literature	BOOKS	B1	noun
5238	opera		A2	noun
5239	lyrics		B2	noun
5240	leg		A1	noun
5241	mouth	FACE	A1	noun
5242	nose	ON FACE	A1	noun
5243	neck	PART OF BODY	A2	noun
5244	knee		B1	noun
5245	lip		B1	noun
5246	jaw		B2	noun
5247	lap	BODY	B2	noun
5248	lung		B2	noun
5249	nail	BODY PART	B2	noun
5250	organ	BODY	C1	noun
5251	joint	BODY PART	C2	noun
5252	kidney		C2	noun
5253	knuckle		C2	noun
5254	needle	MEDICAL	C2	noun
5255	nerve	PART OF THE BODY	C2	noun
5256	nostril		C2	noun
5257	medicine	SUBSTANCE	A2	noun
5258	liver		B2	noun
5259	muscle	IN BODY	B2	noun
5260	labour	BIRTH	C2	noun
5261	jacket		A1	noun
5262	jumper		A2	noun
5263	necklace		A2	noun
5264	mask		B2	noun
5265	neck	PART OF CLOTHING	C2	noun
5266	jewellery		A2	noun
5267	kit	SPORTS CLOTHES	A2	noun
5268	jeans		A1	noun
5269	knickers		B1	noun
5270	look	FASHION	C1	noun
5271	language	ENGLISH/SPANISH/JAPANESE, ETC.	A1	noun
5272	letter	MESSAGE	A1	noun
5273	message	INFORMATION	A1	noun
5274	name	CALL	A1	noun
5275	note	LETTER	A1	noun
5276	number	TELEPHONE	A1	noun
5277	number	SHOWING SOMETHING	A1	noun
5278	letter	SYMBOL	A2	noun
5279	licence		A2	noun
5280	list		A2	noun
5281	notebook	FOR WRITING	A2	noun
5282	notice	SIGN	A2	noun
5283	offer	SAYING YOU WILL DO/GIVE	A2	noun
5284	joke	FUNNY	B1	noun
5285	label	INFORMATION	B1	noun
5286	lie		B1	noun
5287	line	WORDS	B1	noun
5288	logo		B1	noun
5289	manual		B2	noun
5290	matter	SITUATION	B2	noun
5291	native speaker		B2	noun
5292	order	INSTRUCTION	B2	noun
5293	outline	DESCRIPTION	B2	noun
5294	mark	SYMBOL	C1	noun
5295	memo		C1	noun
5296	label	WORD	C2	noun
5297	margin	OUTER PART	C2	noun
5298	motion	SUGGESTION	C2	noun
5299	mail	LETTERS	A2	noun
5300	mail	POST	A2	noun
5301	news	INFORMATION	A2	noun
5302	language	COMMUNICATION	B1	noun
5303	notice	WARNING	B1	noun
5304	jargon		C1	noun
5305	language	TYPE OF WORDS	C1	noun
5306	material	DOCUMENTS	B1	noun
5307	legend	STORY	B2	noun
5308	mention		B2	noun
5309	myth	STORY	B2	noun
5310	metaphor		C2	noun
5311	joke	NOT SERIOUS	B1	verb
5312	lie		B1	verb
5313	listen	PAY ATTENTION	B1	verb
5314	object		B2	verb
5315	moan	COMPLAIN	C2	verb
5316	know	ASK FOR INFORMATION	A1	verb
5317	mean	MEANING	A2	verb
5318	mean	EXPRESS	B1	verb
5319	mean	HAVE IMPORTANCE	B1	verb
5320	mention		B1	verb
5321	name	SAY WHAT NAME IS	B1	verb
5322	justify	GIVE/BE REASON	B2	verb
5323	list		B2	verb
5324	mark	SHOW PLACE	B2	verb
5325	oppose		B2	verb
5326	order	INSTRUCT	B2	verb
5327	outline		B2	verb
5328	motivate	ENTHUSIASTIC	C1	verb
5329	maintain	SAY SOMETHING IS TRUE	C2	verb
5330	offer	SAY YOU WILL DO	A2	verb
5331	learn	BE TOLD INFORMATION	B1	verb
5332	mumble		B2	verb
5333	mutter		B2	verb
5334	lobby		C2	verb
5335	offence	CRIME	B2	noun
5336	magistrate		C1	noun
5337	massacre		C2	noun
5338	justice	LAW	B2	noun
5339	law	RULE	B2	noun
5340	kilo		A2	noun
5341	kilogram		A2	noun
5342	kilometre		A2	noun
5343	litre		A2	noun
5344	metre		A2	noun
5345	limit	LARGEST POSSIBLE AMOUNT	B1	noun
5346	mile	UNIT	B1	noun
5347	millimetre		B1	noun
5348	level	AMOUNT	B2	noun
5349	level	HEIGHT	B2	noun
5350	load	AMOUNT CARRIED	B2	noun
5351	outline	SHAPE	C2	noun
5352	orange	COLOUR	A2	noun
5353	length	DISTANCE	B1	noun
5354	number	AMOUNT	B1	noun
5355	length	BOOK, ETC.	C1	noun
5356	left	LEFT SIDE	A2	noun
5357	maximum		B1	noun
5358	lesson	TEACHING PERIOD	A1	noun
5359	mark	SCORE	A2	noun
5360	nursery		B2	noun
5361	learn	GET KNOWLEDGE	A1	verb
5362	know	UNDERSTAND A SUBJECT	B1	verb
5363	knife		A1	noun
5364	meal		A1	noun
5365	main course		A2	noun
5366	menu	FOOD	A2	noun
5367	mug		A2	noun
5368	mushroom		A2	noun
5369	omelette		A2	noun
5370	kettle		B1	noun
5371	oven		B1	noun
5372	loaf		B2	noun
5373	meat		A1	noun
5374	milk		A1	noun
5375	jam	SWEET FOOD	A2	noun
5376	lemonade		A2	noun
5377	mineral water		A2	noun
5378	junk food		B2	noun
5379	mint		B2	noun
5380	mustard		C1	noun
5381	juice		A1	noun
5382	lunch		A1	noun
5383	orange	FRUIT	A1	noun
5384	lemon		A2	noun
5385	lunchtime		A2	noun
5386	mango		A2	noun
5387	melon		A2	noun
5388	oil	FOR COOKING	A2	noun
5389	onion		A2	noun
5390	lettuce		B1	noun
5391	leek		B2	noun
5392	key	FOR LOCKS	A1	noun
5393	kitchen		A1	noun
5394	living room		A1	noun
5395	museum		A1	noun
5396	lamp		A2	noun
5397	library		A2	noun
5398	lift	MACHINE	A2	noun
5399	light	EQUIPMENT	A2	noun
5400	mirror		A2	noun
5401	office	INFORMATION	A2	noun
5402	laboratory		B1	noun
5403	ladder	EQUIPMENT	B1	noun
5404	monument	BUILDING/PLACE	B1	noun
5405	lobby		B2	noun
5406	monument	STRUCTURE	B2	noun
5407	landmark	BUILDING	C1	noun
5408	lounge		C1	noun
5409	mansion		C1	noun
5410	loft		C2	noun
5411	loan	MONEY	B1	noun
5412	note	MONEY	B1	noun
5413	loss	MONEY	C1	noun
5414	overdraft		C1	noun
5415	legacy	MONEY/PROPERTY	C2	noun
5416	offer	PAYMENT	C2	noun
5417	money		A1	noun
5418	means	MONEY	C2	noun
5419	outgoings		C2	noun
5420	lake		A2	noun
5421	mountain	EARTH	A2	noun
5422	landscape		B1	noun
5423	leaf	PLANT	B1	noun
5424	log		C1	noun
5425	nature	LIFE	A2	noun
5426	land	AREA OF GROUND	B1	noun
5427	life	PLANTS/ANIMALS	B1	noun
5428	oil	FUEL	B1	noun
5429	land	NOT SEA	B2	noun
5430	moonlight		B2	noun
5431	mud		B2	noun
5432	jungle		B1	noun
5433	metal		B1	noun
5434	mist		B2	noun
5435	oak		B2	noun
5436	ocean		B1	noun
5437	kick	HIT	A2	noun
5438	kiss		A2	noun
5439	jump		B1	noun
5440	laugh		B1	noun
5441	look	SEE	B1	noun
5442	launch	START OF ACTIVITY	C1	noun
5443	march		C1	noun
5444	move	ACTION	C1	noun
5445	move	CHANGE OF POSITION	C2	noun
5446	laughter		B2	noun
5447	listen	HEAR	A1	verb
5448	look	SEE	A1	verb
5449	look	SEARCH	A1	verb
5450	jump	INTO AIR	A2	verb
5451	laugh		A2	verb
5452	lie	BODY	A2	verb
5453	jog		B1	verb
5454	knock	MAKE NOISE	B1	verb
5455	meet	GROUP	B1	verb
5456	move	CHANGE PLACE	B1	verb
5457	kneel		B2	verb
5458	march	SHOW DISAGREEMENT	C1	verb
5459	march	SOLDIERS' WALK	C1	verb
5460	opt		C1	verb
5461	make	PRODUCE	A1	verb
5462	join	DO TOGETHER	A2	verb
5463	leave	FORGET	A2	verb
5464	leave	PUT	A2	verb
5465	leave	FOR SOMEONE	A2	verb
5466	leave	NOT USE ALL	A2	verb
5467	lend	GIVE	A2	verb
5468	lose	NOT FIND	A2	verb
5469	make	PERFORM	A2	verb
5470	miss	NOT GO	A2	verb
5471	open	CONTAINER/PARCEL, ETC.	A2	verb
5472	join	CONNECT	B1	verb
5473	knock	HIT	B1	verb
5474	learn	REMEMBER	B1	verb
5475	lift		B1	verb
5476	meet	PLACE	B1	verb
5477	mend		B1	verb
5478	miss	AVOID	B1	verb
5479	name	GIVE NAME	B1	verb
5480	offer	PROVIDE	B1	verb
5481	keep	ANIMALS	B2	verb
5482	launch	BEGIN	B2	verb
5483	lick		B2	verb
5484	limit		B2	verb
5485	locate	FIND	B2	verb
5486	lower	MOVE	B2	verb
5487	maintain	KEEP IN GOOD CONDITION	B2	verb
5488	observe	WATCH	B2	verb
5489	occupy	KEEP BUSY	B2	verb
5490	overcome	DEAL WITH	B2	verb
5491	monitor		C1	verb
5492	occupy	CONTROL	C1	verb
5493	omit		C1	verb
5494	mount	RIDE	C2	verb
5495	kick	HIT	A1	verb
5496	meet	COME TOGETHER	A1	verb
5497	open	NOT CLOSED	A1	verb
5498	join	BECOME A MEMBER	A2	verb
5499	jump	GO OVER	A2	verb
5500	kiss		A2	verb
5501	move	CHANGE POSITION	A2	verb
5502	lead	SHOW WAY	B1	verb
5503	light	START FLAMES	B1	verb
5504	lock	WITH KEY	B1	verb
5505	manage	SUCCEED	B1	verb
5506	notice		B1	verb
5507	lead	CONTROL	B2	verb
5508	load	VEHICLE	B2	verb
5509	miss	NOT HIT	B2	verb
5510	obey		B2	verb
5511	merge		C2	verb
5512	man	MALE	A1	noun
5513	lady		B1	noun
5514	moustache		B1	noun
5515	look	APPEARANCE	B2	noun
5516	make-up		A2	noun
5517	mind	THINKING	B1	noun
5518	joy	CAUSE OF HAPPINESS	B2	noun
5519	liar		B2	noun
5520	legend	FAME	C1	noun
5521	joy	HAPPINESS	B2	noun
5522	life	ENERGY	B2	noun
5523	loyalty		B2	noun
5524	offence	UPSET FEELINGS	B2	noun
5525	mercy	KINDNESS	C2	noun
5526	outrage	FEELING	C2	noun
5527	memory	ABILITY TO REMEMBER	B1	noun
5528	mood	WAY YOU FEEL	B1	noun
5529	love	INTEREST	B2	noun
5530	misery		B2	noun
5531	nature	CHARACTER	B2	noun
5532	nerves	NERVOUS	B2	noun
5533	nerve	RUDENESS	C2	noun
5534	nerve	BEING BRAVE	C2	noun
5535	like	ENJOY	A1	verb
5536	love	LIKE SOMETHING	A1	verb
5537	know	BE ABLE	A2	verb
5538	miss	FEEL SAD	A2	verb
5539	offend		B2	verb
5540	judge	DEVELOP OPINION	B1	verb
5541	mind	ANNOYED	B1	verb
5542	learn	CHANGE BEHAVIOUR	B2	verb
5543	king	RULER	A2	noun
5544	kingdom	COUNTRY	B2	noun
5545	nation		B2	noun
5546	mother		A1	noun
5547	member		A2	noun
5548	neighbour	LIVING NEAR	A2	noun
5549	love	PERSON	B1	noun
5550	nephew		B1	noun
5551	niece		B1	noun
5552	mother-in-law		B2	noun
5553	opponent	PERSON WHO DISAGREES	B2	noun
5554	orphan		C2	noun
5555	marriage		B1	noun
5556	mix	MEET	B2	verb
5557	leave	END RELATIONSHIP	B1	verb
5558	market	SELLING PLACE	A2	noun
5559	match	COMPETITION	A2	noun
5560	league		B1	noun
5561	net	OBJECT	B1	noun
5562	lap	SPORTS	B2	noun
5563	marathon		B2	noun
5564	martial art		B2	noun
5565	opponent	SPORT	B2	noun
5566	market	BUYING GROUP	C1	noun
5567	leisure		B1	noun
5568	lead	WINNING	B2	noun
5569	lose	NOT WIN	B1	verb
5570	lead	BE WINNING	B2	verb
5571	keyboard	COMPUTER	A2	noun
5572	laptop		A2	noun
5573	machine		A2	noun
5574	menu	COMPUTING	A2	noun
5575	model	DESIGN	A2	noun
5576	mouse	COMPUTER	A2	noun
5577	link	COMPUTER	B1	noun
5578	message board		B1	noun
5579	key	KEYBOARD	B2	noun
5580	laser		B2	noun
5581	microphone		B2	noun
5582	monitor		B2	noun
5583	network	COMPUTERS	B2	noun
5584	machinery		C1	noun
5585	memory	COMPUTING	A2	noun
5586	language	COMPUTERS	C1	noun
5587	journey		A2	noun
5588	map		A2	noun
5589	motorbike		A2	noun
5590	motorway		A2	noun
5591	jet		B1	noun
5592	line	RAILWAY	B1	noun
5593	lorry		B1	noun
5594	jam	TRAFFIC	B2	noun
5595	lane	ROAD	B2	noun
5596	lane	PART	B2	noun
5597	itinerary		C1	noun
5598	launch	LEAVE LAND	C1	noun
5599	luggage		A2	noun
5600	launch	SEND	C1	verb
5601	land	ARRIVE	B1	verb
5602	job	PAID EMPLOYMENT	A1	noun
5603	job	PIECE OF WORK	A2	noun
5604	model	PERSON	B1	noun
5605	overtime		B2	noun
5606	labour	WORK	C1	noun
5607	labour	WORKERS	C1	noun
5608	leave		C2	noun
5609	job	RESPONSIBILITY	B2	noun
5610	manage	CONTROL	B1	verb
5611	manufacture		B2	verb
5612	overload		C2	verb
5613	open	START OFFICIALLY	B2	verb
5614	operate	ORGANIZATION	B2	verb
5615	murder		B1	noun
5616	mosque		A2	noun
5617	misunderstanding		B2	noun
5618	misfortune		C1	noun
5619	misuse		C1	noun
5620	misbehave		C1	verb
5621	misunderstand	NOT UNDERSTAND	B2	verb
5622	misuse		C1	verb
5623	misplace		C2	verb
5624	original		B2	noun
5625	occurrence		C1	noun
5626	negligence		C2	noun
5627	keeper	LOOKING AFTER	B1	noun
5628	lawyer		B1	noun
5629	lighter		B1	noun
5630	monster	CREATURE	B1	noun
5631	officer	POLICE	B1	noun
5632	lecturer		B2	noun
5633	maker		B2	noun
5634	master	IN CHARGE	B2	noun
5635	minister		B2	noun
5636	organizer		B2	noun
5637	listener		C1	noun
5638	mechanic		A2	noun
5639	opening	HOLE	C2	noun
5640	jogging		B1	noun
5641	lighting		B2	noun
